accession,protein_accession,collection_date,sgene_begin,sgene_end,location,region
MW454571.1,QQN02073.1,2020-07-10,21563,25384,USA: Massachusetts,North America
MW454570.1,QQN02061.1,2020-07-10,21527,25348,USA: Massachusetts,North America
MW454569.1,QQN02049.1,2020-07-10,21527,25348,USA: Massachusetts,North America
MW454568.1,QQN02037.1,2020-07-10,21563,25384,USA: Massachusetts,North America
MW454567.1,QQN02025.1,2020-07-09,21535,25356,USA: Massachusetts,North America
MW454566.1,QQN02013.1,2020-07-06,21563,25384,USA: Massachusetts,North America
MW454565.1,QQN02001.1,2020-07-06,21563,25384,USA: Massachusetts,North America
MW454564.1,QQN01989.1,2020-07-06,21563,25384,USA: Massachusetts,North America
MW454563.1,QQN01977.1,2020-07-03,21557,25378,USA: Massachusetts,North America
MW454562.1,QQN01965.1,2020-10-26,21563,25384,USA: Massachusetts,North America
MW454561.1,QQN01953.1,2020-10-20,21535,25356,USA: Massachusetts,North America
MW454560.1,QQN01941.1,2020-10-22,21563,25384,USA: Massachusetts,North America
MW454559.1,QQN01929.1,2020-10-20,21563,25384,USA: Massachusetts,North America
MW454558.1,QQN01917.1,2020-10-14,21563,25384,USA: Massachusetts,North America
MW454557.1,QQN01905.1,2020-10-15,21563,25384,USA: Massachusetts,North America
MW454556.1,QQN01893.1,2020-10-23,21560,25381,USA: Massachusetts,North America
MW454555.1,QQN01881.1,2020-10-21,21563,25384,USA: Massachusetts,North America
MW454554.1,QQN01869.1,2020-10-13,21563,25384,USA: Massachusetts,North America
MW454553.1,QQN01857.1,2020-10-13,21562,25383,USA: Massachusetts,North America
MW454552.1,QQN01845.1,2020-09-24,21563,25384,USA: Massachusetts,North America
MW454551.1,QQN01833.1,2020-09-19,21563,25384,USA: Massachusetts,North America
MW454550.1,QQN01821.1,2020-09-24,21559,25380,USA: Massachusetts,North America
MW454549.1,QQN01809.1,2020-09-24,21557,25378,USA: Massachusetts,North America
MW454548.1,QQN01797.1,2020-09-24,21563,25384,USA: Massachusetts,North America
MW454547.1,QQN01785.1,2020-09-26,21563,25384,USA: Massachusetts,North America
MW454546.1,QQN01773.1,2020-09-25,21563,25384,USA: Massachusetts,North America
MW454545.1,QQN01761.1,2020-09-22,21526,25347,USA: Massachusetts,North America
MW454544.1,QQN01749.1,2020-09-24,21563,25384,USA: Massachusetts,North America
MW454543.1,QQN01737.1,2020-09-24,21563,25384,USA: Massachusetts,North America
MW454542.1,QQN01725.1,2020-09-24,21563,25384,USA: Massachusetts,North America
MW454541.1,QQN01713.1,2020-09-23,21562,25383,USA: Massachusetts,North America
MW454539.1,QQN01689.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454538.1,QQN01677.1,2020-09-20,21563,25384,USA: Massachusetts,North America
MW454537.1,QQN01665.1,2020-09-23,21514,25335,USA: Massachusetts,North America
MW454536.1,QQN01653.1,2020-09-24,21557,25378,USA: Massachusetts,North America
MW454535.1,QQN01641.1,2020-09-22,21563,25384,USA: Massachusetts,North America
MW454534.1,QQN01629.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454533.1,QQN01617.1,2020-09-20,21563,25384,USA: Massachusetts,North America
MW454532.1,QQN01605.1,2020-09-24,21562,25383,USA: Massachusetts,North America
MW454531.1,QQN01593.1,2020-09-24,21563,25384,USA: Massachusetts,North America
MW454530.1,QQN01581.1,2020-09-25,21563,25384,USA: Massachusetts,North America
MW454529.1,QQN01569.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454528.1,QQN01557.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454527.1,QQN01545.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454526.1,QQN01533.1,2020-09-26,21563,25384,USA: Massachusetts,North America
MW454525.1,QQN01521.1,2020-09-23,21562,25383,USA: Massachusetts,North America
MW454524.1,QQN01509.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454523.1,QQN01497.1,2020-09-19,21563,25384,USA: Massachusetts,North America
MW454522.1,QQN01485.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454521.1,QQN01473.1,2020-09-25,21563,25384,USA: Massachusetts,North America
MW454520.1,QQN01461.1,2020-09-24,21563,25384,USA: Massachusetts,North America
MW454519.1,QQN01449.1,2020-09-25,21563,25384,USA: Massachusetts,North America
MW454518.1,QQN01437.1,2020-09-21,21563,25384,USA: Massachusetts,North America
MW454517.1,QQN01425.1,2020-09-29,21563,25384,USA: Massachusetts,North America
MW454516.1,QQN01413.1,2020-10-01,21563,25384,USA: Massachusetts,North America
MW454515.1,QQN01401.1,2020-09-29,21563,25384,USA: Massachusetts,North America
MW454514.1,QQN01389.1,2020-09-29,21563,25384,USA: Massachusetts,North America
MW454513.1,QQN01377.1,2020-09-30,21562,25383,USA: Massachusetts,North America
MW454512.1,QQN01365.1,2020-09-29,21563,25384,USA: Massachusetts,North America
MW454511.1,QQN01353.1,2020-09-29,21563,25384,USA: Massachusetts,North America
MW454510.1,QQN01341.1,2020-09-25,21563,25378,USA: Massachusetts,North America
MW454509.1,QQN01329.1,2020-09-26,21563,25384,USA: Massachusetts,North America
MW454508.1,QQN01317.1,2020-09-25,21563,25384,USA: Massachusetts,North America
MW454507.1,QQN01305.1,2020-09-29,21563,25384,USA: Massachusetts,North America
MW454506.1,QQN01293.1,2020-09-29,21563,25384,USA: Massachusetts,North America
MW454505.1,QQN01281.1,2020-09-28,21557,25378,USA: Massachusetts,North America
MW454504.1,QQN01269.1,2020-09-26,21563,25384,USA: Massachusetts,North America
MW454503.1,QQN01257.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454502.1,QQN01245.1,2020-09-25,21563,25384,USA: Massachusetts,North America
MW454500.1,QQN01221.1,2020-09-15,21557,25378,USA: Massachusetts,North America
MW454499.1,QQN01209.1,2020-09-27,21563,25384,USA: Massachusetts,North America
MW454498.1,QQN01197.1,2020-09-14,21563,25384,USA: Massachusetts,North America
MW454496.1,QQN01173.1,2020-09-27,21557,25378,USA: Massachusetts,North America
MW454495.1,QQN01161.1,2020-09-14,21563,25384,USA: Massachusetts,North America
MW454494.1,QQN01149.1,2020-09-15,21563,25384,USA: Massachusetts,North America
MW454493.1,QQN01137.1,2020-09-23,21563,25384,USA: Massachusetts,North America
MW454492.1,QQN01125.1,2020-11-10,21559,25380,USA: Colorado,North America
MW454490.1,QQN01101.1,2020-11-10,21533,25354,USA: Colorado,North America
MW454488.1,QQN01077.1,2020-11-10,21526,25347,USA: Colorado,North America
MW454487.1,QQN01065.1,2020-11-10,21525,25346,USA: Colorado,North America
MW454486.1,QQN01053.1,2020-11-10,21528,25352,USA: Colorado,North America
MW454483.1,QQN01017.1,2020-12-28,21527,25348,USA: New Mexico,North America
MW454482.1,QQN01005.1,2020-12-28,21525,25346,USA: New Mexico,North America
MW454481.1,QQN00993.1,2020-12-28,21525,25346,USA: New Mexico,North America
MW454480.1,QQN00981.1,2020-12-28,21525,25346,USA: New Mexico,North America
MW454479.1,QQN00969.1,2020-12-27,21525,25346,USA: New Mexico,North America
MW454478.1,QQN00957.1,2020-12-28,21526,25347,USA: New Mexico,North America
MW454477.1,QQN00945.1,2020-12-28,21526,25347,USA: New Mexico,North America
MW454476.1,QQN00933.1,2020-12-28,21525,25346,USA: New Mexico,North America
MW454475.1,QQN00921.1,2020-12-28,21546,25367,USA: New Mexico,North America
MW454474.1,QQN00909.1,2020-12-28,21525,25346,USA: New Mexico,North America
MW454472.1,QQN00885.1,2020-12-28,21526,25347,USA: New Mexico,North America
MW454471.1,QQN00873.1,2020-12-28,21526,25347,USA: New Mexico,North America
MW454470.1,QQN00861.1,2020-12-28,21525,25346,USA: New Mexico,North America
MW454469.1,QQN00849.1,2020-12-27,21525,25346,USA: New Mexico,North America
MW454468.1,QQN00837.1,2020-12-27,21527,25348,USA: New Mexico,North America
MW454467.1,QQN00825.1,2020-12-28,21527,25348,USA: New Mexico,North America
MW454464.1,QQN00789.1,2020-12-26,21552,25373,USA: New Mexico,North America
MW454463.1,QQN00777.1,2020-12-27,21547,25368,USA: New Mexico,North America
MW454462.1,QQN00765.1,2020-12-27,21554,25375,USA: New Mexico,North America
MW454461.1,QQN00753.1,2020-12-26,21525,25346,USA: New Mexico,North America
MW454460.1,QQN00741.1,2020-12-27,21525,25346,USA: New Mexico,North America
MW454459.1,QQN00729.1,2020-12-27,21528,25349,USA: New Mexico,North America
MW454457.1,QQN00705.1,2020-12-27,21560,25381,USA: New Mexico,North America
MW454456.1,QQN00693.1,2020-12-26,21526,25347,USA: New Mexico,North America
MW454455.1,QQN00681.1,2020-12-26,21525,25346,USA: New Mexico,North America
MW454453.1,QQN00657.1,2020-12-26,21525,25343,USA: New Mexico,North America
MW454452.1,QQN00645.1,2020-12-26,21527,25348,USA: New Mexico,North America
MW454451.1,QQN00633.1,2020-12-26,21553,25374,USA: New Mexico,North America
MW454450.1,QQN00621.1,2020-12-26,21559,25380,USA: New Mexico,North America
MW454449.1,QQN00609.1,2020-12-26,21549,25370,USA: New Mexico,North America
MW454447.1,QQN00585.1,2020-12-26,21552,25373,USA: New Mexico,North America
MW454446.1,QQN00573.1,2020-12-26,21550,25371,USA: New Mexico,North America
MW454442.1,QQN00525.1,2020-12-26,21525,25346,USA: New Mexico,North America
MW454441.1,QQN00513.1,2020-12-24,21526,25347,USA: New Mexico,North America
MW454440.1,QQN00501.1,2021-01-06,21551,25372,USA: California,North America
MW454438.1,QQN00477.1,2021-01-06,21561,25382,USA: California,North America
MW454436.1,QQN00453.1,2021-01-06,21559,25380,USA: California,North America
MW454435.1,QQN00441.1,2021-01-06,21527,25348,USA: California,North America
MW454434.1,QQN00429.1,2021-01-05,21547,25368,USA: California,North America
MW454433.1,QQN00417.1,2021-01-04,21541,25362,USA: California,North America
MW454431.1,QQN00394.1,2020-12-12,21525,25346,USA: New Mexico,North America
MW454429.1,QQN00370.1,2020-12-11,21525,25346,USA: New Mexico,North America
MW454428.1,QQN00358.1,2020-12-12,21552,25373,USA: New Mexico,North America
MW454427.1,QQN00346.1,2020-12-12,21532,25353,USA: New Mexico,North America
MW454426.1,QQN00334.1,2020-12-12,21525,25346,USA: New Mexico,North America
MW454425.1,QQN00322.1,2020-12-12,21533,25354,USA: New Mexico,North America
MW454424.1,QQN00310.1,2020-12-12,21526,25347,USA: New Mexico,North America
MW454423.1,QQN00298.1,2020-12-12,21527,25348,USA: New Mexico,North America
MW454422.1,QQN00286.1,2020-12-12,21526,25347,USA: New Mexico,North America
MW454421.1,QQN00274.1,2020-12-12,21559,25380,USA: New Mexico,North America
MW454420.1,QQN00262.1,2020-12-12,21525,25346,USA: New Mexico,North America
MW454419.1,QQN00250.1,2020-12-12,21559,25380,USA: New Mexico,North America
MW454418.1,QQN00238.1,2020-12-12,21552,25373,USA: New Mexico,North America
MW454417.1,QQN00226.1,2020-12-12,21529,25350,USA: New Mexico,North America
MW454416.1,QQN00214.1,2020-12-12,21547,25368,USA: New Mexico,North America
MW454415.1,QQN00202.1,2020-12-12,21551,25372,USA: New Mexico,North America
MW454414.1,QQN00190.1,2020-12-12,21550,25371,USA: New Mexico,North America
MW454412.1,QQN00166.1,2020-12-12,21558,25379,USA: New Mexico,North America
MW454411.1,QQN00154.1,2020-12-12,21528,25349,USA: New Mexico,North America
MW454410.1,QQN00142.1,2020-12-12,21527,25348,USA: New Mexico,North America
MW454408.1,QQN00118.1,2020-12-12,21553,25374,USA: New Mexico,North America
MW454407.1,QQN00106.1,2020-12-12,21527,25348,USA: New Mexico,North America
MW454406.1,QQN00094.1,2020-12-12,21556,25377,USA: New Mexico,North America
MW454404.1,QQN00070.1,2020-12-12,21556,25377,USA: New Mexico,North America
MW454403.1,QQN00058.1,2020-12-12,21557,25378,USA: New Mexico,North America
MW454402.1,QQN00046.1,2020-12-12,21558,25379,USA: New Mexico,North America
MW454401.1,QQN00034.1,2020-12-12,21552,25373,USA: New Mexico,North America
MW454400.1,QQN00022.1,2020-12-12,21556,25377,USA: New Mexico,North America
MW454399.1,QQN00010.1,2020-12-12,21525,25346,USA: New Mexico,North America
MW454398.1,QQM99997.1,2020-12-12,21534,25355,USA: New Mexico,North America
MW454397.1,QQM99985.1,2020-12-12,21546,25367,USA: New Mexico,North America
MW454396.1,QQM99973.1,2020-12-12,21558,25379,USA: New Mexico,North America
MW454395.1,QQM99961.1,2020-12-12,21559,25380,USA: New Mexico,North America
MW454394.1,QQM99949.1,2020-12-12,21561,25382,USA: New Mexico,North America
MW454393.1,QQM99937.1,2020-12-12,21552,25373,USA: New Mexico,North America
MW454392.1,QQM99925.1,2020-12-12,21554,25375,USA: New Mexico,North America
MW454391.1,QQM99913.1,2020-12-12,21557,25378,USA: New Mexico,North America
MW454390.1,QQM99901.1,2020-12-12,21528,25349,USA: New Mexico,North America
MW454130.1,QQM99789.1,2021-01-06,21557,25378,Tunisia,Africa
MW454127.1,QQM99765.1,2021-01-06,21559,25380,Tunisia,Africa
MW454126.1,QQM99753.1,2021-01-06,21557,25378,Tunisia,Africa
MW466639.1,QQO75462.1,2020-04-07,21542,25363,USA,North America
MW463458.1,QQN96171.1,2021-01-08,21563,25384,Tunisia,Africa
MW463456.1,QQN96159.1,2020-04-07,21557,25378,Tunisia,Africa
MW463453.1,QQN96147.1,2021-01-07,21563,25384,Tunisia,Africa
MW463452.1,QQN96135.1,2021-01-08,21546,25367,Tunisia,Africa
MW474742.1,QQO98570.1,2021-01-08,21500,25312,USA,North America
MW474741.1,QQO98466.1,2020-03-31,21563,25384,Mali,Africa
MW474739.1,QQO98454.1,2020-03-18,21563,25384,Mali,Africa
MW474367.1,QQO96124.1,2020-11-23,21525,25346,"USA: Washington,Yakima County",North America
MW474354.1,QQO95973.1,2020-11-20,21525,25346,"USA: Washington,Yakima County",North America
MW474350.1,QQO95925.1,2020-11-20,21525,25346,"USA: Washington,Yakima County",North America
MW474346.1,QQO95877.1,2020-11-20,21525,25346,"USA: Washington,Snohomish County",North America
MW474341.1,QQO95818.1,2020-11-19,21525,25346,"USA: Washington,Pacific County",North America
MW474339.1,QQO95794.1,2020-11-19,21524,25345,"USA: Washington,Pacific County",North America
MW474335.1,QQO95746.1,2020-11-19,21525,25346,"USA: Washington,Pacific County",North America
MW474332.1,QQO95711.1,2020-11-19,21525,25346,"USA: Washington,Pacific County",North America
MW474328.1,QQO95663.1,2020-11-19,21541,25362,"USA: Washington,Pierce County",North America
MW474307.1,QQO95413.1,2020-11-17,21525,25346,"USA: Washington,Spokane County",North America
MW474304.1,QQO95377.1,2020-11-16,21525,25346,"USA: Washington,Walla Walla County",North America
MW474278.1,QQO95068.1,2020-11-12,21525,25346,"USA: Washington,Walla Walla County",North America
MW474249.1,QQO94721.1,2020-11-13,21525,25346,"USA: Washington,Yakima County",North America
MW474247.1,QQO94697.1,2020-11-13,21525,25346,"USA: Washington,Yakima County",North America
MW474228.1,QQO94470.1,2020-08-21,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474227.1,QQO94458.1,2020-08-21,21550,25371,"USA: Washington,Grays Harbor County",North America
MW474226.1,QQO94446.1,2020-08-21,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474225.1,QQO94434.1,2020-08-21,21532,25353,"USA: Washington,Grays Harbor County",North America
MW474224.1,QQO94422.1,2020-08-21,21547,25368,"USA: Washington,Thurston County",North America
MW474223.1,QQO94410.1,2020-08-21,21545,25366,"USA: Washington,Spokane County",North America
MW474222.1,QQO94398.1,2020-08-21,21552,25373,"USA: Washington,Grays Harbor County",North America
MW474220.1,QQO94374.1,2020-08-21,21548,25369,"USA: Washington,Grays Harbor County",North America
MW474219.1,QQO94362.1,2020-08-21,21532,25353,"USA: Washington,Grays Harbor County",North America
MW474217.1,QQO94338.1,2020-08-21,21550,25371,"USA: Washington,Grays Harbor County",North America
MW474216.1,QQO94326.1,2020-08-21,21548,25369,"USA: Washington,Grays Harbor County",North America
MW474215.1,QQO94314.1,2020-08-21,21549,25370,"USA: Washington,Pacific County",North America
MW474214.1,QQO94302.1,2020-08-21,21550,25371,"USA: Washington,Grays Harbor County",North America
MW474213.1,QQO94290.1,2020-08-20,21561,25382,"USA: Washington,Yakima County",North America
MW474212.1,QQO94278.1,2020-08-20,21550,25371,"USA: Washington,Yakima County",North America
MW474211.1,QQO94266.1,2020-08-20,21561,25382,"USA: Washington,Thurston County",North America
MW474210.1,QQO94254.1,2020-08-20,21562,25383,"USA: Washington,Thurston County",North America
MW474209.1,QQO94242.1,2020-08-20,21561,25382,"USA: Washington,Yakima County",North America
MW474207.1,QQO94218.1,2020-08-19,21555,25376,"USA: Washington,Yakima County",North America
MW474206.1,QQO94206.1,2020-08-20,21550,25371,"USA: Washington,Pierce County",North America
MW474205.1,QQO94194.1,2020-08-20,21550,25371,"USA: Washington,Grays Harbor County",North America
MW474204.1,QQO94182.1,2020-08-21,21562,25383,"USA: Washington,Grays Harbor County",North America
MW474203.1,QQO94170.1,2020-08-19,21560,25381,"USA: Washington,Yakima County",North America
MW474202.1,QQO94158.1,2020-08-19,21561,25382,"USA: Washington,Spokane County",North America
MW474201.1,QQO94146.1,2020-08-19,21548,25369,"USA: Washington,Yakima County",North America
MW474200.1,QQO94134.1,2020-08-19,21549,25370,"USA: Washington,Grays Harbor County",North America
MW474199.1,QQO94122.1,2020-08-19,21552,25373,"USA: Washington,Grays Harbor County",North America
MW474198.1,QQO94110.1,2020-08-18,21550,25371,"USA: Washington,King County",North America
MW474197.1,QQO94098.1,2020-08-19,21550,25371,"USA: Washington,Yakima County",North America
MW474196.1,QQO94086.1,2020-08-19,21556,25377,"USA: Washington,Grays Harbor County",North America
MW474195.1,QQO94074.1,2020-08-18,21550,25371,"USA: Washington,Thurston County",North America
MW474194.1,QQO94062.1,2020-08-19,21562,25383,"USA: Washington,Grays Harbor County",North America
MW474193.1,QQO94050.1,2020-08-17,21549,25370,"USA: Washington,Yakima County",North America
MW474192.1,QQO94038.1,2020-08-17,21532,25353,"USA: Washington,King County",North America
MW474191.1,QQO94026.1,2020-08-17,21561,25382,"USA: Washington,Thurston County",North America
MW474190.1,QQO94014.1,2020-08-17,21561,25382,"USA: Washington,Spokane County",North America
MW474189.1,QQO94002.1,2020-08-16,21561,25382,"USA: Washington,Yakima County",North America
MW474188.1,QQO93990.1,2020-08-15,21561,25382,"USA: Washington,Yakima County",North America
MW474187.1,QQO93978.1,2020-08-15,21555,25376,"USA: Washington,Yakima County",North America
MW474186.1,QQO93966.1,2020-08-15,21552,25373,"USA: Washington,Clallam County",North America
MW474185.1,QQO93954.1,2020-08-15,21547,25368,"USA: Washington,Mason County",North America
MW474184.1,QQO93942.1,2020-08-13,21555,25376,"USA: Washington,Clallam County",North America
MW474183.1,QQO93930.1,2020-08-13,21532,25353,"USA: Washington,Clallam County",North America
MW474182.1,QQO93918.1,2020-08-13,21552,25373,"USA: Washington,Clallam County",North America
MW474181.1,QQO93906.1,2020-08-14,21545,25366,"USA: Washington,Spokane County",North America
MW474180.1,QQO93894.1,2020-08-14,21549,25370,"USA: Washington,Grant County",North America
MW474179.1,QQO93882.1,2020-08-12,21553,25374,"USA: Washington,Yakima County",North America
MW474178.1,QQO93870.1,2020-08-13,21550,25371,"USA: Washington,Yakima County",North America
MW474177.1,QQO93858.1,2020-08-13,21550,25371,"USA: Washington,Yakima County",North America
MW474176.1,QQO93846.1,2020-08-13,21550,25371,"USA: Washington,Yakima County",North America
MW474175.1,QQO93834.1,2020-08-12,21550,25371,"USA: Washington,Lewis County",North America
MW474173.1,QQO93810.1,2020-08-12,21549,25370,"USA: Washington,Lewis County",North America
MW474171.1,QQO93786.1,2020-08-13,21552,25373,"USA: Washington,Pierce County",North America
MW474170.1,QQO93774.1,2020-08-12,21549,25370,"USA: Washington,Spokane County",North America
MW474169.1,QQO93762.1,2020-08-12,21562,25383,"USA: Washington,Yakima County",North America
MW474168.1,QQO93750.1,2020-08-11,21549,25370,"USA: Washington,Yakima County",North America
MW474167.1,QQO93738.1,2020-08-11,21551,25372,"USA: Washington,Yakima County",North America
MW474166.1,QQO93726.1,2020-08-12,21553,25374,"USA: Washington,Yakima County",North America
MW474165.1,QQO93714.1,2020-08-12,21561,25382,"USA: Washington,Yakima County",North America
MW474164.1,QQO93702.1,2020-08-12,21561,25382,"USA: Washington,Yakima County",North America
MW474163.1,QQO93690.1,2020-08-12,21543,25364,"USA: Washington,Yakima County",North America
MW474162.1,QQO93678.1,2020-08-11,21532,25353,"USA: Washington,Spokane County",North America
MW474161.1,QQO93666.1,2020-08-12,21548,25369,"USA: Washington,Mason County",North America
MW474160.1,QQO93654.1,2020-09-14,21555,25376,"USA: Washington,Grays Harbor County",North America
MW474159.1,QQO93642.1,2020-09-14,21562,25383,"USA: Washington,Grays Harbor County",North America
MW474158.1,QQO93630.1,2020-09-13,21532,25353,"USA: Washington,Yakima County",North America
MW474157.1,QQO93618.1,2020-09-14,21561,25382,"USA: Washington,Yakima County",North America
MW474156.1,QQO93606.1,2020-09-14,21552,25373,"USA: Washington,Yakima County",North America
MW474155.1,QQO93594.1,2020-09-14,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474154.1,QQO93582.1,2020-09-12,21561,25382,"USA: Washington,Yakima County",North America
MW474153.1,QQO93570.1,2020-09-10,21561,25382,"USA: Washington,Yakima County",North America
MW474152.1,QQO93558.1,2020-09-10,21549,25370,"USA: Washington,Grays Harbor County",North America
MW474151.1,QQO93546.1,2020-09-10,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474150.1,QQO93534.1,2020-09-10,21553,25374,"USA: Washington,Yakima County",North America
MW474149.1,QQO93522.1,2020-09-10,21549,25370,"USA: Washington,Grays Harbor County",North America
MW474148.1,QQO93510.1,2020-09-10,21402,25223,"USA: Washington,Grays Harbor County",North America
MW474147.1,QQO93498.1,2020-09-10,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474146.1,QQO93486.1,2020-09-10,21557,25378,"USA: Washington,Grays Harbor County",North America
MW474145.1,QQO93474.1,2020-09-11,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474144.1,QQO93462.1,2020-09-09,21550,25371,"USA: Washington,Yakima County",North America
MW474143.1,QQO93450.1,2020-09-08,21550,25371,"USA: Washington,Yakima County",North America
MW474142.1,QQO93438.1,2020-09-07,21550,25371,"USA: Washington,Yakima County",North America
MW474141.1,QQO93426.1,2020-09-09,21561,25382,"USA: Washington,Yakima County",North America
MW474140.1,QQO93414.1,2020-09-09,21552,25373,"USA: Washington,Mason County",North America
MW474139.1,QQO93402.1,2020-09-08,21551,25372,"USA: Washington,Yakima County",North America
MW474138.1,QQO93390.1,2020-09-02,21545,25366,"USA: Washington,Mason County",North America
MW474137.1,QQO93378.1,2020-09-03,21561,25382,"USA: Washington,Yakima County",North America
MW474136.1,QQO93366.1,2020-09-04,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474135.1,QQO93354.1,2020-09-04,21553,25374,"USA: Washington,Grays Harbor County",North America
MW474134.1,QQO93342.1,2020-09-04,21561,25382,"USA: Washington,King County",North America
MW474133.1,QQO93330.1,2020-09-03,21530,25351,"USA: Washington,Walla Walla County",North America
MW474132.1,QQO93318.1,2020-09-03,21561,25382,"USA: Washington,Yakima County",North America
MW474131.1,QQO93306.1,2020-09-02,21561,25382,"USA: Washington,Pierce County",North America
MW474130.1,QQO93294.1,2020-09-02,21562,25383,"USA: Washington,Yakima County",North America
MW474129.1,QQO93282.1,2020-09-02,21557,25378,"USA: Washington,Yakima County",North America
MW474128.1,QQO93270.1,2020-09-02,21532,25353,"USA: Washington,King County",North America
MW474127.1,QQO93258.1,2020-09-02,21550,25371,"USA: Washington,Grays Harbor County",North America
MW474126.1,QQO93246.1,2020-09-01,21561,25382,"USA: Washington,Grays Harbor County",North America
MW474125.1,QQO93234.1,2020-09-01,21547,25368,"USA: Washington,Grays Harbor County",North America
MW474124.1,QQO93222.1,2020-09-01,21548,25369,"USA: Washington,Spokane County",North America
MW474123.1,QQO93210.1,2020-09-01,21551,25372,"USA: Washington,Yakima County",North America
MW474122.1,QQO93198.1,2020-09-01,21562,25383,"USA: Washington,Yakima County",North America
MW474121.1,QQO93186.1,2020-09-01,21561,25382,"USA: Washington,Yakima County",North America
MW474120.1,QQO93174.1,2020-09-01,21552,25373,"USA: Washington,Grays Harbor County",North America
MW474119.1,QQO93162.1,2020-09-01,21553,25374,"USA: Washington,Grays Harbor County",North America
MW474118.1,QQO93150.1,2020-09-01,21549,25370,"USA: Washington,Grays Harbor County",North America
MW474117.1,QQO93138.1,2020-08-31,21550,25371,"USA: Washington,Yakima County",North America
MW474116.1,QQO93126.1,2020-08-31,21547,25368,"USA: Washington,Yakima County",North America
MW474115.1,QQO93114.1,2020-08-31,21532,25353,"USA: Washington,Yakima County",North America
MW474114.1,QQO93102.1,2020-08-31,21549,25370,"USA: Washington,King County",North America
MW474113.1,QQO93090.1,2020-08-28,21553,25374,"USA: Washington,Grays Harbor County",North America
MW474112.1,QQO93078.1,2020-08-27,21561,25382,"USA: Washington,Yakima County",North America
MW474111.1,QQO93066.1,2020-08-26,21552,25373,"USA: Washington,Thurston County",North America
MW474110.1,QQO93054.1,2020-08-26,21552,25373,"USA: Washington,Spokane County",North America
MW474109.1,QQO93042.1,2020-08-26,21561,25382,"USA: Washington,Yakima County",North America
MW474108.1,QQO93030.1,2020-08-26,21557,25378,"USA: Washington,Yakima County",North America
MW474107.1,QQO93018.1,2020-08-25,21548,25369,"USA: Washington,Yakima County",North America
MW474106.1,QQO93006.1,2020-08-25,21548,25369,"USA: Washington,Yakima County",North America
MW474105.1,QQO92994.1,2020-08-26,21552,25373,"USA: Washington,Spokane County",North America
MW474104.1,QQO92982.1,2020-08-24,21561,25382,"USA: Washington,Spokane County",North America
MW473700.1,QQO86196.1,2020-12-26,21563,25378,USA,North America
MW473699.1,QQO86184.1,2020-11-15,21563,25378,USA,North America
MW473697.1,QQO86160.1,2020-11-14,21563,25378,USA,North America
MW473696.1,QQO86148.1,2020-11-14,21563,25378,USA,North America
MW473694.1,QQO86124.1,2020-11-14,21563,25378,USA,North America
MW473692.1,QQO86100.1,2020-12-15,21563,25378,USA,North America
MW473690.1,QQO86076.1,2020-12-15,21563,25375,USA,North America
MW473689.1,QQO86064.1,2020-12-15,21563,25378,USA,North America
MW473688.1,QQO86052.1,2020-12-15,21563,25378,USA,North America
MW473687.1,QQO86040.1,2020-12-17,21563,25378,USA,North America
MW473686.1,QQO86028.1,2020-12-17,21563,25378,USA,North America
MW473685.1,QQO86016.1,2020-11-15,21563,25378,USA,North America
MW471401.1,QQO81765.1,2020-06-04,21526,25347,USA: North Dakota,North America
MW471400.1,QQO81753.1,2020-06-04,21525,25346,USA: North Dakota,North America
MW471399.1,QQO81741.1,2020-06-03,21553,25374,USA: North Dakota,North America
MW471398.1,QQO81729.1,2020-06-02,21525,25346,USA: North Dakota,North America
MW471393.1,QQO81669.1,2020-03-17,21525,25346,USA: North Dakota,North America
MW471392.1,QQO81657.1,2020-03-17,21527,25348,USA: North Dakota,North America
MW471391.1,QQO81645.1,2020-03-17,21559,25380,USA: North Dakota,North America
MW471390.1,QQO81633.1,2020-03-17,21528,25349,USA: North Dakota,North America
MW471389.1,QQO81621.1,2020-03-17,21548,25369,USA: North Dakota,North America
MW471388.1,QQO81609.1,2020-03-17,21552,25373,USA: North Dakota,North America
MW468415.1,QQO81290.1,2020-03-18,21558,25379,Italy,Europe
MW467507.1,QQO76760.1,2020-06-26,21563,25384,Egypt,Africa
MW467506.1,QQO76748.1,2020-07-16,21563,25384,Egypt,Africa
MW467505.1,QQO76736.1,2020-07-23,21563,25384,Egypt,Africa
MW467504.1,QQO76724.1,2020-07-28,21563,25384,Egypt,Africa
MW467503.1,QQO76712.1,2020-06-30,21563,25384,Egypt,Africa
